urban_area,County_name,Tract,Low_Response_Score,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14
"Dallas--Fort Worth--Arlington, TX",Tarrant County,105203,21.3,22.1,8.6,8.4,3.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113610,12.8,8.0,3.3,1.7,1.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113909,11.6,5.6,2.0,4.9,3.7
"Dallas--Fort Worth--Arlington, TX",Tarrant County,110204,22.4,40.2,5.0,8.6,5.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,110301,25.3,57.8,10.0,29.8,10.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,110302,26.9,57.1,9.2,30.1,7.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,110402,23.3,54.8,7.5,30.5,8.5
"Dallas--Fort Worth--Arlington, TX",Tarrant County,110500,22.4,52.4,4.9,16.5,9.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,114104,17.6,7.0,4.4,3.2,3.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,114103,17.7,15.0,4.1,4.3,2.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113816,11,8.0,5.5,1.8,1.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113815,10.6,5.2,2.7,1.3,1.5
"Dallas--Fort Worth--Arlington, TX",Tarrant County,110808,13.3,5.6,4.0,7.7,6.5
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113519,21.3,11.5,3.6,4.4,3.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,114008,22.8,32.6,3.9,7.0,3.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113926,21.3,23.2,3.3,4.4,3.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,980000,34.2,,,,
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113920,15.5,14.7,6.7,0.5,0.5
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111407,15.4,7.2,1.8,2.1,1.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111409,13.2,11.8,3.9,1.7,1.5
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111548,20.3,17.8,7.7,6.3,4.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,121906,32.4,66.1,11.1,30.4,8.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113814,11.6,4.4,2.5,1.5,1.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113633,15.8,9.1,3.6,1.9,1.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,114007,20.2,28.6,8.6,4.9,3.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111203,19.2,15.0,3.8,9.7,4.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111549,22,16.2,3.4,6.3,3.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111314,17.4,11.8,3.1,1.7,1.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111313,19.9,9.1,5.5,3.5,2.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,12603,19.5,57.4,12.3,22.5,12.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,20400,31.3,17.1,4.5,29.1,7.3
"Dallas--Fort Worth--Arlington, TX",Collin County,31407,9.9,5.2,2.6,5.5,2.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31406,17.7,10.3,3.2,7.7,5.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31313,14.6,8.3,1.5,5.3,3.6
"Dallas--Fort Worth--Arlington, TX",Collin County,31316,14.3,8.9,4.4,0.6,0.6
"Dallas--Fort Worth--Arlington, TX",Collin County,31314,13.9,6.8,4.5,4.1,3.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31310,19,15.5,3.5,5.5,3.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31308,19.2,13.2,4.6,7.2,4.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31315,18.5,13.6,4.3,8.0,3.4
"Dallas--Fort Worth--Arlington, TX",Collin County,32011,20.1,7.3,2.1,4.0,3.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31409,16.2,9.7,3.6,4.9,3.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31718,17.4,6.4,3.4,3.7,2.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,406,28.5,72.7,9.1,23.1,9.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,16520,30.7,47.7,5.2,22.6,8.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,14206,29.2,20.1,7.7,10.4,9.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,14138,26,8.2,3.4,8.4,7.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,14130,22.9,12.3,4.7,7.3,3.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,7912,30.6,14.4,7.7,8.5,4.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,13805,34.5,40.9,10.6,28.1,9.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,16521,31.3,25.7,7.9,29.0,11.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,18505,35.8,46.6,11.0,20.9,7.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,14131,26.9,8.4,5.3,11.7,6.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,7913,25.4,20.6,9.2,10.0,7.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,18133,18,32.5,6.4,5.0,3.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,20000,19.1,11.8,1.5,2.6,2.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,18135,21,24.1,11.4,4.3,5.8
"Dallas--Fort Worth--Arlington, TX",Denton County,21524,13.9,7.3,5.3,0.0,0.8
"Dallas--Fort Worth--Arlington, TX",Denton County,20104,21.2,14.9,5.0,2.5,2.5
"Dallas--Fort Worth--Arlington, TX",Denton County,20108,19.1,15.7,4.2,4.3,3.3
"Dallas--Fort Worth--Arlington, TX",Denton County,20113,19.6,24.1,3.2,3.2,2.2
"Dallas--Fort Worth--Arlington, TX",Denton County,20105,20,16.4,6.0,3.1,3.4
"Dallas--Fort Worth--Arlington, TX",Denton County,20109,17.5,11.4,2.5,0.6,1.5
"Dallas--Fort Worth--Arlington, TX",Denton County,21526,16.5,5.8,2.0,1.6,1.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31633,15.2,10.7,4.4,3.2,3.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31634,20.1,23.1,7.8,14.8,10.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,11602,27.7,74.8,6.9,26.0,7.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,11701,27.8,69.3,9.2,24.3,7.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,11702,26.8,78.8,6.4,30.6,9.6
"Dallas--Fort Worth--Arlington, TX",Johnson County,130205,18.8,10.6,5.5,13.2,7.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,12000,31.6,50.9,7.9,27.3,9.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,12100,31.6,46.5,6.0,27.1,7.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,12204,22.7,33.4,7.5,24.4,9.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,12206,21.7,36.3,9.3,18.9,7.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,12207,31.2,38.1,8.8,32.0,10.1
"Dallas--Fort Worth--Arlington, TX",Johnson County,130208,19.4,9.1,3.5,10.1,5.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,110703,22.7,33.4,7.9,17.5,6.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,11800,29.5,58.5,7.9,32.2,8.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,12208,38.3,58.2,10.6,44.7,8.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113628,26.5,16.1,4.7,12.1,5.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113629,18,6.2,3.4,3.1,1.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,10703,30,74.5,7.2,25.2,8.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,10704,32.8,70.2,9.7,28.5,7.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,980100,42,,,,
"Dallas--Fort Worth--Arlington, TX",Dallas County,605,23.8,18.0,6.9,11.9,5.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,16407,26.8,60.8,11.3,28.7,8.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,7101,19.3,6.6,3.5,3.9,2.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,18002,23.8,45.5,12.5,23.0,9.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,16804,27.2,13.4,5.8,11.1,5.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,9105,27.3,79.9,8.8,28.4,11.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,12210,31.7,34.7,9.0,39.6,10.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,9610,40.3,71.8,8.1,43.3,9.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,14121,25.1,10.7,4.3,11.6,4.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,13713,36.1,85.4,8.5,48.8,12.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,4201,25.6,59.5,10.7,20.8,8.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,17001,25.5,25.9,7.2,18.3,7.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,17102,26,59.6,6.7,22.0,7.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,18124,17.3,17.2,2.4,1.3,1.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,11105,32.9,27.8,9.3,43.8,9.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,5901,25.5,24.1,5.6,27.6,7.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,6001,30.4,80.8,8.9,40.4,12.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,6002,33.5,19.0,6.1,43.8,9.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,6200,29.4,62.1,6.6,31.6,10.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,6301,25.1,82.7,6.8,22.7,7.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,6302,23.9,82.9,8.1,19.6,8.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,6501,28.1,94.7,2.1,27.3,7.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,6502,24.7,91.0,5.1,22.9,6.5
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40200,14.5,13.3,4.1,3.0,1.6
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40301,14.5,17.3,4.1,7.8,3.4
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40302,18.6,10.5,3.5,6.6,3.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,10801,28.8,80.1,6.2,30.4,9.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,11200,28.6,18.5,5.0,22.9,10.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,11300,24.2,5.5,1.7,24.2,7.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,1800,28.7,12.0,6.0,5.8,2.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,1900,28.9,7.8,3.0,14.0,5.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,2000,33.9,66.3,9.5,25.1,7.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,2100,33.7,9.8,3.9,14.7,4.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,1202,29.3,34.5,7.8,20.7,8.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,1203,22.1,65.3,15.3,16.9,8.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,15800,26.9,79.6,8.5,32.2,12.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,11900,26.9,64.9,5.3,24.7,8.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,16903,26.9,50.7,5.2,33.5,11.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,16617,15.6,9.9,4.8,4.3,3.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,8703,28.2,34.7,13.8,40.4,11.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,14002,17.7,15.5,21.5,15.5,21.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,14124,15.2,14.4,4.7,2.8,2.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,7700,15.1,6.6,5.2,4.3,2.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,13711,31,69.3,8.3,26.4,9.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,14114,33.2,44.1,10.8,20.6,7.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,15304,24.1,50.1,14.4,19.0,9.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,14703,27.6,70.8,11.3,14.1,7.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,16406,26.2,61.8,10.8,20.7,7.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,18205,27.6,63.5,6.4,22.7,8.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,11500,34.8,66.3,9.4,54.7,13.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,5902,27.1,26.4,8.5,42.5,10.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,7601,14,6.2,4.9,2.2,2.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,7604,11.7,2.8,2.4,2.1,1.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,7605,12.6,5.1,3.2,4.8,4.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,7801,11.9,6.1,3.6,6.4,5.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,7804,30.7,23.1,7.6,21.7,8.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,7805,18.1,14.6,4.8,8.3,3.7
"Dallas--Fort Worth--Arlington, TX",Tarrant County,103701,28.8,68.3,10.2,45.6,12.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,103800,30.9,27.4,6.6,53.1,12.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,7811,32.2,21.5,7.9,34.9,9.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,103702,28.3,51.9,10.9,36.8,10.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,4700,31.8,84.0,7.5,37.2,6.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,4800,35.1,94.6,5.0,36.3,10.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,4900,29.6,39.9,9.8,46.1,14.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,5000,30,86.8,13.8,29.9,9.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,5100,27.9,87.4,6.8,26.2,9.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,5200,27.5,83.6,5.7,17.3,6.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,2500,30.1,67.7,8.1,28.3,8.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,2702,30.4,6.2,4.8,37.9,7.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,19019,30.4,30.0,7.3,31.4,9.8
"Dallas--Fort Worth--Arlington, TX",Kaufman County,50206,18.3,17.9,2.9,6.4,3.7
"Dallas--Fort Worth--Arlington, TX",Kaufman County,50205,17.8,13.2,2.5,5.4,3.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,5400,27.9,53.8,6.0,43.4,11.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,5500,28.1,41.8,11.1,41.0,12.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,5300,26.4,90.2,3.4,27.4,8.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,5600,29.1,76.1,5.8,38.4,9.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,13624,29.4,18.2,8.0,9.6,4.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,5700,29.1,38.6,9.5,38.9,9.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,7815,33.3,49.3,11.4,59.4,8.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,7818,35.8,57.4,8.9,34.7,9.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,7819,35.3,40.5,10.8,30.1,9.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,7902,19.4,12.5,5.9,12.4,6.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113809,17.8,25.3,7.3,7.4,3.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,121609,12.7,1.7,1.5,2.7,2.5
"Dallas--Fort Worth--Arlington, TX",Collin County,31621,20.4,6.9,3.0,11.1,4.6
"Dallas--Fort Worth--Arlington, TX",Collin County,31622,16.5,8.9,4.9,5.2,3.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31623,23.2,21.1,5.4,7.2,5.3
"Dallas--Fort Worth--Arlington, TX",Collin County,31624,23.6,39.9,8.6,21.3,7.9
"Dallas--Fort Worth--Arlington, TX",Collin County,31626,12.8,5.7,2.6,3.9,2.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31627,15,13.9,3.5,5.5,3.0
"Dallas--Fort Worth--Arlington, TX",Collin County,31628,16.9,17.0,4.1,4.2,2.5
"Dallas--Fort Worth--Arlington, TX",Collin County,31630,13.3,5.9,2.7,6.4,5.0
"Dallas--Fort Worth--Arlington, TX",Collin County,31504,14.4,8.8,2.4,2.2,1.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31611,20.2,18.4,3.7,6.8,6.1
"Dallas--Fort Worth--Arlington, TX",Collin County,31612,15.1,7.1,2.1,3.5,2.5
"Dallas--Fort Worth--Arlington, TX",Collin County,31613,11.8,19.0,6.5,1.4,1.7
"Dallas--Fort Worth--Arlington, TX",Johnson County,130212,23.5,21.8,8.8,18.5,8.8
"Dallas--Fort Worth--Arlington, TX",Johnson County,130210,18.6,8.9,2.2,5.3,3.6
"Dallas--Fort Worth--Arlington, TX",Johnson County,130211,16.3,19.4,8.0,17.3,8.3
"Dallas--Fort Worth--Arlington, TX",Johnson County,130214,20.7,10.4,3.7,7.7,3.7
"Dallas--Fort Worth--Arlington, TX",Johnson County,130407,23.6,47.7,7.1,18.9,8.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102800,17.8,7.2,5.8,0.8,0.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111522,23.5,62.0,10.7,11.6,5.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102401,22.4,15.8,5.5,14.9,5.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113109,25.6,24.0,8.3,11.9,5.7
"Dallas--Fort Worth--Arlington, TX",Parker County,140706,13.7,4.2,3.5,4.6,3.7
"Dallas--Fort Worth--Arlington, TX",Parker County,140408,19.2,9.0,4.1,8.0,3.5
"Dallas--Fort Worth--Arlington, TX",Parker County,140409,23.6,27.0,9.1,33.1,12.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113611,9.1,8.4,3.3,4.9,3.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,16612,19.3,11.3,1.5,2.8,2.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,12211,32.2,43.2,7.2,32.3,7.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,12400,19.3,34.6,10.2,6.8,5.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,16513,14.3,17.3,3.6,5.7,3.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,16514,21.1,21.0,5.9,5.7,3.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,16517,24.3,34.0,5.8,15.6,7.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,16518,23,30.7,6.0,12.3,6.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,16519,13.8,36.7,6.3,4.5,4.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,16605,32.5,32.0,9.5,41.9,12.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,16606,24.6,24.8,9.5,14.0,7.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,16607,38.1,10.8,5.0,29.1,7.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,16610,25.9,7.5,2.6,21.3,8.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,16611,24.3,13.0,8.8,21.2,12.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,13609,24.2,33.4,9.3,20.0,10.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,13610,22.5,41.4,9.7,12.3,8.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,13611,15,3.1,2.0,5.1,3.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,15306,22,37.5,6.9,8.0,4.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,15401,21.9,21.3,8.6,8.8,4.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,15403,28.2,45.8,13.9,28.3,10.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,15404,31.8,63.2,9.2,42.5,10.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,15500,26.7,63.5,8.5,26.7,10.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,15600,26.4,83.8,7.0,18.6,7.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,7914,27.9,13.8,5.5,32.2,7.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,13625,35.2,56.4,14.6,25.4,11.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,18134,17.9,14.5,5.7,3.6,2.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,17605,27.8,64.2,11.6,30.4,16.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,2200,27.4,7.9,4.4,21.6,12.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,2400,30.2,82.7,7.6,26.2,7.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,2701,33.8,18.2,6.4,61.2,14.4
"Dallas--Fort Worth--Arlington, TX",Denton County,21728,25.5,41.9,13.1,26.3,12.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,8000,11.7,6.2,3.4,0.8,0.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,8100,19.7,13.9,3.7,7.6,4.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,8200,21.8,23.7,5.4,19.1,5.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,103500,29.2,70.6,7.3,39.5,7.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104602,29.3,65.0,6.9,57.3,14.5
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104604,30.7,38.3,12.9,37.6,10.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104100,25,40.3,3.6,11.9,6.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104201,19.8,8.9,2.3,6.8,5.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104202,21.6,15.0,4.8,27.8,12.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104300,26.7,17.0,4.4,33.2,10.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104400,24.4,56.4,8.3,19.7,6.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104504,27.2,80.5,9.2,19.6,9.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104505,27.7,18.9,9.6,41.6,14.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104601,28.7,53.0,6.5,23.9,9.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,11401,34.5,11.6,4.2,43.7,9.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,8802,29.8,35.6,12.7,44.6,11.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,8900,31.7,25.1,10.5,50.6,12.4
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102201,17.5,19.2,3.8,11.5,5.4
"Dallas--Fort Worth--Arlington, TX",Denton County,21627,21.8,7.3,4.8,5.0,2.5
"Dallas--Fort Worth--Arlington, TX",Collin County,30512,12.3,10.5,5.7,0.8,1.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31632,21,6.1,2.8,10.1,4.3
"Dallas--Fort Worth--Arlington, TX",Collin County,31625,13.8,5.0,2.3,2.8,1.1
"Dallas--Fort Worth--Arlington, TX",Collin County,31506,24.6,28.0,4.7,21.8,7.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31900,32,58.3,7.8,31.2,6.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31001,21.2,29.4,8.6,16.2,5.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,9603,16.8,11.0,2.8,5.5,4.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,9604,22,26.6,11.8,12.1,8.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,9605,25.3,63.8,9.5,17.8,7.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,9607,17.8,33.6,15.5,3.6,2.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,9608,22.4,35.3,10.6,11.7,5.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,9609,10.3,6.2,3.5,2.3,1.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,9611,23.8,53.8,12.5,10.3,5.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,9702,16,19.0,4.9,9.9,7.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,9701,24.5,59.1,7.4,20.8,7.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,13712,21.4,54.8,11.2,17.3,10.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,14603,28.5,69.2,7.9,31.1,13.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,16618,23.3,9.9,3.1,17.1,7.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,16619,26.3,17.9,4.7,16.6,8.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,16703,28.5,28.1,5.7,20.8,6.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,17702,23.6,16.1,7.3,18.2,7.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,18130,27.9,26.3,6.0,17.2,6.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,19032,24.6,61.3,6.9,19.8,8.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,100,20.8,11.2,4.6,6.8,4.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,201,16.4,14.4,8.3,5.1,4.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,202,21.1,15.0,5.0,2.9,1.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,300,22.2,10.6,5.7,8.3,4.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,401,32.2,47.0,8.5,35.8,9.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,404,27,49.1,10.0,15.0,8.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,500,28,41.9,10.4,17.9,7.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,601,30.4,53.7,12.6,27.9,11.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,603,22.8,18.1,6.9,6.0,2.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,701,24.9,9.9,4.3,7.3,3.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,702,24.7,13.8,6.3,6.5,3.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,800,31.7,56.5,8.8,22.2,7.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,900,32.1,51.0,12.5,39.6,10.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,405,35.1,41.0,9.4,33.6,13.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,1001,20.9,17.5,4.1,4.6,2.7
