urban_area,County_name,Tract,Tot_Population_ACS_10_14,Low_Response_Score,Hispanic_ACS_10_14,Hispanic_ACSMOE_10_14,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,Prs_Blw_Pov_Lev_ACS_10_14,Prs_Blw_Pov_Lev_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14
,Walker County,790102,3779,22.4,884,431,23.4,11.0,833,454,22.4,11.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,12603,2179,19.5,1251,299,57.4,12.3,487,273,22.5,12.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,20400,5681,31.3,972,280,17.1,4.5,1655,455,29.1,7.3
,Brazoria County,663800,5983,26.1,2549,470,42.6,7.4,825,342,14.1,5.8
,Brazoria County,663900,2114,26.4,1249,294,59.1,11.7,472,214,23.2,10.1
,Brazoria County,664200,1944,22.6,358,125,18.4,6.0,364,149,18.9,7.4
"Waco, TX",McLennan County,1600,5727,27.3,2345,570,41.0,9.4,2120,504,37.1,8.3
"Waco, TX",McLennan County,1900,4302,34,861,263,20.0,5.8,2940,524,68.3,10.2
,Collin County,30604,2862,18.9,402,155,14.1,5.3,66,67,3.5,3.5
,Collin County,30202,2065,16.1,273,184,13.2,8.7,159,94,7.7,4.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31407,7587,9.9,396,201,5.2,2.6,419,217,5.5,2.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31406,17374,17.7,1796,557,10.3,3.2,1328,996,7.7,5.8
,Collin County,30802,5688,27.6,2244,577,39.5,9.4,1346,366,23.7,6.0
,Collin County,30517,6012,17.3,648,221,10.8,3.6,156,116,2.6,1.9
,Collin County,30522,5757,18.3,1154,375,20.1,6.4,140,143,2.4,2.5
"Dallas--Fort Worth--Arlington, TX",Collin County,31313,12965,14.6,1080,201,8.3,1.5,681,472,5.3,3.6
"Dallas--Fort Worth--Arlington, TX",Collin County,31316,6440,14.3,571,286,8.9,4.4,36,37,0.6,0.6
"Dallas--Fort Worth--Arlington, TX",Collin County,31314,2533,13.9,172,117,6.8,4.5,101,80,4.1,3.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31310,9750,19,1514,357,15.5,3.5,533,330,5.5,3.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31308,6236,19.2,821,291,13.2,4.6,451,278,7.2,4.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31315,18478,18.5,2503,813,13.6,4.3,1465,626,8.0,3.4
"Dallas--Fort Worth--Arlington, TX",Collin County,32011,6382,20.1,468,139,7.3,2.1,256,203,4.0,3.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31409,10761,16.2,1046,390,9.7,3.6,532,401,4.9,3.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31718,2593,17.4,167,90,6.4,3.4,95,70,3.7,2.7
,Collin County,30524,2432,17.9,436,94,17.9,3.6,21,20,0.9,0.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,406,7824,28.5,5684,995,72.7,9.1,1804,809,23.1,9.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,16520,7869,30.7,3752,695,47.7,5.2,1684,643,22.6,8.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,14206,4345,29.2,875,347,20.1,7.7,444,385,10.4,9.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,14138,3732,26,304,130,8.2,3.4,312,273,8.4,7.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,14130,4114,22.9,507,202,12.3,4.7,300,135,7.3,3.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,7912,1773,30.6,255,138,14.4,7.7,150,79,8.5,4.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,13805,3344,34.5,1369,379,40.9,10.6,940,339,28.1,9.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,16521,5292,31.3,1360,447,25.7,7.9,1313,562,29.0,11.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,18505,3800,35.8,1772,469,46.6,11.0,796,300,20.9,7.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,14131,4276,26.9,359,231,8.4,5.3,489,285,11.7,6.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,7913,2553,25.4,525,244,20.6,9.2,254,185,10.0,7.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,18133,3696,18,1201,252,32.5,6.4,186,122,5.0,3.3
"Houston, TX",Brazoria County,660200,5604,21,1012,401,18.1,6.9,300,228,5.5,4.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,20000,4408,19.1,520,75,11.8,1.5,114,112,2.6,2.5
,Castro County,950300,2354,24.6,1528,186,64.9,5.9,381,154,16.3,6.4
,Castro County,950200,4433,23.9,3144,153,70.9,3.4,1016,377,23.5,8.7
,Castro County,950100,1239,20.6,265,139,21.4,10.8,141,85,11.4,6.7
"Houston, TX",Chambers County,710200,16818,19.5,3933,574,23.4,3.1,1492,443,8.9,2.6
,Chambers County,710300,2167,21.2,108,124,5.0,5.7,450,173,20.8,7.0
,Chambers County,710401,6052,21.8,1343,513,22.2,8.1,616,358,10.2,5.8
,Chambers County,710500,3639,23.1,985,334,27.1,8.3,474,221,13.8,6.1
"Houston, TX",Chambers County,710100,7874,19.7,1045,339,13.3,4.2,915,365,11.8,4.6
,Coke County,950200,1617,20.4,406,86,25.1,4.7,250,89,15.7,5.4
,Coke County,950100,1643,18.7,249,86,15.2,5.0,119,50,7.9,3.2
"San Antonio, TX",Comal County,310801,5472,12.6,909,280,16.6,5.0,115,91,2.1,1.7
"San Antonio, TX",Comal County,310703,5732,15.1,1371,512,23.9,8.7,781,369,13.7,6.4
"Corpus Christi, TX",Nueces County,500,1389,31.5,734,227,52.8,14.1,580,218,42.2,14.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,18135,4148,21,1001,492,24.1,11.4,177,243,4.3,5.8
"Corpus Christi, TX",Nueces County,2301,4080,22.4,3423,444,83.9,6.6,611,239,15.0,5.7
"Corpus Christi, TX",Nueces County,2303,4609,25.9,3595,454,78.0,6.4,753,248,16.5,5.2
"Corpus Christi, TX",Nueces County,2304,5758,28.1,4340,683,75.4,8.4,882,447,15.4,7.6
,Starr County,950402,4827,28.9,4750,535,98.4,2.1,1582,541,32.8,10.6
,Starr County,950401,6590,28.6,6437,713,97.7,3.3,3198,686,48.5,9.1
,Starr County,950108,3744,28.8,3005,363,80.3,15.2,1086,516,29.3,13.3
,Starr County,950106,3339,27.7,3167,646,94.8,3.6,1414,477,42.4,11.5
,Starr County,950104,3825,28.3,3763,532,98.4,0.7,838,350,21.9,8.6
,Starr County,950204,5249,28.8,5071,666,96.6,3.8,2773,664,52.9,10.8
"Killeen, TX",Coryell County,980000,77,15.6,12,21,15.6,24.2,0,13,0.0,72.2
,Coryell County,10202,5842,21.4,1159,393,19.8,6.2,991,453,18.4,8.0
"Killeen, TX",Coryell County,10603,5391,23.6,600,402,11.1,7.4,334,240,6.3,4.5
"Killeen, TX",Coryell County,10604,5282,23.1,681,283,12.9,5.1,431,272,8.3,5.2
"Corpus Christi, TX",Nueces County,2400,5944,21.2,4060,521,68.3,6.9,649,408,10.9,6.8
"El Paso, TX--NM",El Paso County,10214,6550,19.8,3508,613,53.6,7.0,373,316,5.7,4.8
"El Paso, TX--NM",El Paso County,10341,24316,27.1,20633,1780,84.8,4.9,3705,1491,15.2,6.1
"El Paso, TX--NM",El Paso County,10344,3239,31.9,3215,375,99.3,2.2,860,367,26.9,11.0
"El Paso, TX--NM",El Paso County,10319,626,27.8,469,110,74.9,11.5,119,76,19.0,11.7
"El Paso, TX--NM",El Paso County,10327,3758,23.3,3241,374,86.2,7.0,437,286,11.6,7.5
,El Paso County,10505,3415,29.3,3302,519,96.7,21.5,1493,455,44.0,11.5
"El Paso, TX--NM",El Paso County,10343,7001,21.6,5199,567,74.3,5.5,521,370,7.4,5.2
"El Paso, TX--NM",El Paso County,10502,2149,28.4,1976,458,92.0,8.1,997,483,46.6,20.2
"El Paso, TX--NM",El Paso County,1111,4644,29.7,3000,485,64.6,7.6,1052,376,22.6,7.7
"Houston, TX",Brazoria County,660802,7718,18.4,2139,415,27.7,4.8,509,460,6.6,5.9
"Houston, TX",Brazoria County,660801,8824,19.8,2822,561,32.0,5.9,473,441,5.4,5.0
"Houston, TX",Brazoria County,661502,4524,20.4,991,236,21.9,5.0,557,256,12.3,5.6
"Houston, TX",Brazoria County,661501,4927,21.3,1775,456,36.0,8.1,464,307,9.4,6.1
"Dallas--Fort Worth--Arlington, TX",Denton County,21524,1700,13.9,124,92,7.3,5.3,0,13,0.0,0.8
,Denton County,21741,1879,20.8,398,202,21.2,10.4,281,191,15.0,10.0
,Denton County,21724,4148,11.9,265,200,6.4,4.8,123,112,3.0,2.7
,Denton County,21753,5356,12.2,281,136,5.2,2.5,33,44,0.6,0.8
"Dallas--Fort Worth--Arlington, TX",Denton County,20104,3271,21.2,486,172,14.9,5.0,83,82,2.5,2.5
"Dallas--Fort Worth--Arlington, TX",Denton County,20108,12748,19.1,2001,547,15.7,4.2,555,423,4.3,3.3
"Dallas--Fort Worth--Arlington, TX",Denton County,20113,10292,19.6,2476,379,24.1,3.2,325,229,3.2,2.2
"Dallas--Fort Worth--Arlington, TX",Denton County,20105,7795,20,1277,487,16.4,6.0,244,264,3.1,3.4
"Corpus Christi, TX",Nueces County,900,4218,30,4069,581,96.5,2.4,1596,629,37.8,13.9
"Corpus Christi, TX",Nueces County,1000,3696,30.6,3339,467,90.3,3.2,1636,570,45.7,14.6
"Corpus Christi, TX",Nueces County,1100,1903,32.4,1583,270,83.2,7.8,854,268,45.5,12.5
,Denton County,21736,2467,31.3,358,225,14.5,8.7,115,110,4.7,4.4
,Denton County,21406,7470,17.4,1561,384,20.9,4.9,89,68,1.2,0.9
,Denton County,20310,2682,6.5,141,120,5.3,4.5,86,61,3.2,2.3
,Denton County,21748,4144,12.8,274,154,6.6,3.7,27,44,0.7,1.1
,Denton County,21512,4855,12.4,301,222,6.2,4.6,214,140,4.4,2.9
"Corpus Christi, TX",Nueces County,1200,3828,26.7,2434,465,63.6,8.8,1564,514,43.4,12.9
"Corpus Christi, TX",Nueces County,2500,4930,20.1,2161,543,43.8,9.2,979,422,20.0,8.2
"Corpus Christi, TX",Nueces County,2703,5173,22.4,2902,320,56.1,4.7,805,316,15.6,6.0
"Corpus Christi, TX",Nueces County,5417,4875,20.3,2331,278,47.8,4.8,122,98,2.5,2.0
,Nueces County,6100,3320,23,2444,147,73.6,3.9,419,172,12.6,5.2
,Nueces County,5900,3144,27.3,2601,425,82.7,7.1,482,223,15.3,6.8
"El Paso, TX--NM",El Paso County,10329,5307,26.4,4739,837,89.3,7.3,932,335,17.6,5.7
,Grimes County,180301,5599,20.2,610,292,10.9,5.1,592,342,10.6,6.0
"Waco, TX",McLennan County,900,5219,23.9,2399,402,46.0,5.7,1312,477,26.0,9.1
"Waco, TX",McLennan County,1100,6052,28.2,3475,492,57.4,6.5,2059,557,34.1,8.8
"Waco, TX",McLennan County,700,3380,28,1675,268,49.6,6.1,806,267,23.9,7.5
"Waco, TX",McLennan County,800,2857,26.4,1432,302,50.1,8.5,771,266,27.1,8.7
"Waco, TX",McLennan County,1200,2954,31.9,1367,235,46.3,5.4,1104,276,37.9,8.2
,Andrews County,950200,6877,20.5,3342,405,48.6,5.0,630,339,9.3,4.9
,Andrews County,950100,1994,20.2,436,170,21.9,8.1,70,69,3.5,3.4
,Andrews County,950400,2874,24.2,1735,257,60.4,7.9,364,230,12.7,8.0
,Andrews County,950300,4381,24.3,2846,363,65.0,5.8,758,374,17.9,8.6
"Waco, TX",McLennan County,1300,2322,25.4,1156,221,49.8,7.5,456,175,20.9,7.6
,Cochran County,950100,3031,23.6,1672,0,55.2,0.0,473,99,15.9,3.3
"Corpus Christi, TX",Nueces County,1500,4200,32.1,3774,419,89.9,4.5,1840,432,43.8,9.3
"Corpus Christi, TX",Nueces County,1300,4709,29.1,4582,454,97.3,1.0,1483,421,31.5,8.4
"Corpus Christi, TX",Nueces County,1400,4834,22.4,2059,417,42.6,7.5,516,319,10.7,6.5
,Walker County,790600,4932,30.7,2057,468,41.7,7.6,1048,350,34.5,9.7
,Walker County,790700,6574,32.5,1081,249,16.4,3.4,2477,532,45.4,7.9
,Walker County,790800,5848,30.6,467,161,8.0,2.6,2162,459,47.4,8.0
"Amarillo, TX",Randall County,20800,7026,18.9,1623,428,23.1,5.9,1438,527,20.7,7.5
"San Angelo, TX",Tom Green County,200,4595,21.8,2524,654,54.9,12.5,1178,405,25.6,8.2
"San Angelo, TX",Tom Green County,900,2421,23,1723,241,71.2,5.3,373,193,16.0,8.1
"San Angelo, TX",Tom Green County,100,2697,21.9,995,241,36.9,8.0,343,243,12.7,8.9
"Odessa, TX",Ector County,1100,7273,26.3,5774,668,79.4,6.4,1307,570,18.4,7.9
"Odessa, TX",Ector County,1300,5354,22.9,3251,401,60.7,5.5,512,258,9.9,4.9
"Odessa, TX",Ector County,1500,4916,27.2,3623,500,73.7,7.1,1034,398,21.4,8.0
"Amarillo, TX",Randall County,21000,2296,16,646,177,28.1,7.5,179,130,7.8,5.7
"Amarillo, TX",Randall County,21200,5463,16.9,727,261,13.3,4.7,503,289,9.2,5.3
"Amarillo, TX",Randall County,21300,5300,18.4,963,500,18.2,9.3,366,198,7.0,3.7
"Amarillo, TX",Randall County,21500,4611,13.4,396,147,8.6,3.1,133,93,2.9,2.0
"San Angelo, TX",Tom Green County,1303,4037,21.3,854,240,21.1,5.5,338,184,8.4,4.5
"San Angelo, TX",Tom Green County,1304,2928,22.2,470,232,16.1,7.7,271,103,9.3,3.4
"San Angelo, TX",Tom Green County,1500,3060,28.3,596,426,19.5,12.6,5,7,2.0,2.7
,Hartley County,950200,6091,21,1518,0,24.9,0.0,410,140,8.9,3.0
"Corpus Christi, TX",Nueces County,1601,4127,26.9,3690,578,89.4,7.6,826,355,20.0,8.2
"Corpus Christi, TX",Nueces County,1602,3693,25.2,3590,421,97.2,2.8,1389,408,37.6,10.2
"Corpus Christi, TX",Nueces County,1801,5848,24.2,5236,441,89.5,3.7,1807,507,31.2,8.4
"Corpus Christi, TX",Nueces County,3401,4477,23.1,2694,346,60.2,6.2,615,297,14.4,6.9
"Waco, TX",McLennan County,1400,7934,28.7,913,415,11.5,5.1,2982,762,38.5,9.3
"Waco, TX",McLennan County,1500,2191,29.5,203,111,9.3,5.0,767,238,35.0,10.2
,Fayette County,970500,3914,20.9,1167,236,29.8,5.4,456,176,11.9,4.5
,Fayette County,970200,2513,17.7,220,126,8.8,4.9,256,153,10.2,6.0
,Fayette County,970600,5073,19.8,976,209,19.2,3.9,402,183,8.2,3.7
,Fayette County,970300,5673,21.3,1661,279,29.3,4.8,1040,345,19.0,6.2
,Fayette County,970700,2122,17.4,118,110,5.6,5.2,124,51,5.9,2.3
,Fayette County,970100,1826,16.2,93,84,5.1,4.6,134,59,7.5,3.1
,Fayette County,970400,3604,19.2,533,265,14.8,7.2,375,136,10.4,3.6
,Robertson County,960500,5754,26.9,2038,240,35.4,3.6,1450,435,25.3,7.4
,Robertson County,960300,4427,20.3,315,154,7.1,3.4,600,198,13.9,4.5
,Robertson County,960400,2900,19.8,519,250,17.9,8.2,159,99,5.5,3.3
,Gonzales County,600,2311,23.5,915,306,39.6,11.3,446,198,20.1,8.3
,Gonzales County,100,3410,25.1,1601,383,47.0,9.8,619,239,18.2,6.7
"Dallas--Fort Worth--Arlington, TX",Denton County,20109,3101,17.5,354,82,11.4,2.5,20,47,0.6,1.5
"Corpus Christi, TX",Nueces County,3402,5878,21.8,3931,609,66.9,8.3,999,460,17.0,7.7
"Corpus Christi, TX",Nueces County,3601,6255,24.4,3248,557,51.9,7.4,898,486,14.4,7.7
,Robertson County,960100,1972,20.7,88,73,4.5,3.6,267,108,13.9,5.1
,Robertson County,960200,1493,25.3,175,94,11.7,6.0,623,195,42.4,11.0
"Dallas--Fort Worth--Arlington, TX",Denton County,21526,6585,16.5,382,133,5.8,2.0,102,92,1.6,1.4
"Corpus Christi, TX",Nueces County,1802,2687,27.2,2385,293,88.8,6.9,192,119,7.2,4.4
"Laredo, TX",Webb County,1300,3908,31,3875,422,99.2,15.3,1907,458,48.8,10.4
"Corpus Christi, TX",Nueces County,3603,4000,22.4,2549,430,63.7,8.2,477,236,12.1,5.8
,Nueces County,5102,3552,20.1,91,116,2.6,3.3,443,240,12.7,6.9
"Odessa, TX",Ector County,1600,5664,21.3,2875,531,50.8,7.9,598,276,10.8,4.9
"Odessa, TX",Ector County,1700,7253,21.1,2523,580,34.8,7.5,853,551,11.8,7.6
"Odessa, TX",Ector County,1800,3125,30.8,2107,268,67.4,5.2,1074,398,34.7,12.4
"Odessa, TX",Ector County,1900,5946,27.7,5507,646,92.6,6.5,2045,616,34.8,10.0
"Laredo, TX",Webb County,1502,4641,30.4,4575,454,98.6,1.8,1887,456,40.7,9.0
"Laredo, TX",Webb County,1706,5010,29.7,4916,559,98.1,3.0,2073,583,41.5,10.7
"Laredo, TX",Webb County,1709,6132,24.6,5241,502,85.5,4.5,1167,534,19.1,8.6
"San Antonio, TX",Bexar County,131300,6586,22.6,3861,1407,58.6,19.7,2344,1605,36.0,24.1
"Beaumont, TX",Jefferson County,900,2107,31.5,337,242,16.0,11.3,1181,295,60.8,12.6
"Beaumont, TX",Jefferson County,2000,2325,27.3,727,177,31.3,7.0,622,224,26.8,9.3
,Jefferson County,11600,1771,20.8,226,159,12.8,8.8,207,108,11.8,6.0
"Houston, TX",Harris County,453700,8325,28,3863,609,46.4,5.4,1321,671,16.1,8.0
"Houston, TX",Harris County,453800,3616,24.5,1260,316,34.9,8.1,741,306,20.5,8.2
"Houston, TX",Harris County,453900,9799,26,3205,632,32.7,5.7,2206,767,22.5,7.5
,Martin County,950100,1464,22.4,304,200,20.8,13.4,137,90,9.4,6.0
,Martin County,950200,3632,23.2,2036,183,56.1,4.2,575,223,16.2,6.2
,Jefferson County,10100,2757,25.4,1845,437,66.9,11.3,813,289,30.4,9.5
,Jefferson County,11101,4641,15.7,551,159,11.9,3.3,349,247,7.5,5.3
"Beaumont, TX",Jefferson County,1303,3305,18.3,408,274,12.3,8.1,459,304,13.9,9.0
,Jefferson County,6900,2920,22.6,64,54,2.2,1.8,770,333,26.4,11.0
"Beaumont, TX",Jefferson County,103,2947,32.4,125,138,4.2,4.7,1351,323,45.8,9.6
"Beaumont, TX",Jefferson County,11400,7923,19.3,1142,390,14.4,4.8,1056,412,13.3,5.1
"Houston, TX",Harris County,454000,5034,21.8,1731,283,34.4,4.8,585,290,11.6,5.7
,McLennan County,3602,2414,20.2,236,108,9.8,4.4,514,156,21.3,6.2
"Waco, TX",McLennan County,3801,7138,17.8,681,178,9.5,2.4,249,140,3.5,1.9
"Waco, TX",McLennan County,1000,2949,28.1,1783,402,60.5,11.2,1171,380,39.7,11.8
,McLennan County,4102,5541,17.4,446,188,8.1,3.3,825,441,14.9,7.9
,McLennan County,3500,3885,18.5,329,129,8.5,3.2,497,174,13.0,4.4
,McLennan County,3802,5913,20.6,1260,400,21.3,6.6,1095,328,18.6,5.4
"Waco, TX",McLennan County,2302,5024,28.4,1174,337,23.4,6.3,1634,458,34.0,9.0
"Waco, TX",McLennan County,1800,2620,19.7,836,212,31.9,7.6,74,90,5.4,6.5
"Waco, TX",McLennan County,3900,8393,20.6,1697,459,20.2,5.3,1222,609,14.8,7.3
"Waco, TX",McLennan County,2900,4077,16.5,484,158,11.9,3.8,86,66,2.1,1.6
"Waco, TX",McLennan County,3400,5923,18.5,675,362,11.4,6.0,610,319,10.3,5.3
,McLennan County,3601,3179,21.9,435,196,13.7,5.9,473,180,16.9,6.2
"Waco, TX",McLennan County,1700,5469,24.2,1665,433,30.4,7.4,1303,404,24.0,7.1
"Waco, TX",McLennan County,3701,3182,19.3,694,173,21.8,5.2,272,123,8.8,4.0
"Houston, TX",Harris County,520200,3812,22.7,1217,491,31.9,12.2,735,317,19.3,8.0
"Houston, TX",Harris County,520500,8333,29.5,6225,832,74.7,7.4,2318,807,27.9,9.4
"Houston, TX",Harris County,520700,4081,22.8,1551,336,38.0,6.9,944,345,24.1,8.3
"Beaumont, TX",Jefferson County,1302,3238,22.3,457,148,14.1,4.3,613,260,18.9,7.8
,Jefferson County,10800,4815,19.5,308,161,6.4,3.3,915,336,19.2,7.0
,Jefferson County,10901,3366,17,78,61,2.3,1.8,292,206,8.7,6.1
,Jefferson County,10700,3245,15.5,317,151,9.8,4.6,147,117,4.5,3.6
"Houston, TX",Harris County,454100,3859,23.9,1245,327,32.3,8.1,269,198,7.0,5.1
"Houston, TX",Harris County,454200,3978,22.2,2243,385,56.4,7.8,497,270,12.5,6.7
"Beaumont, TX",Jefferson County,2400,2879,27.1,646,313,22.4,10.5,900,327,31.3,10.7
"Beaumont, TX",Jefferson County,304,7151,21.4,1220,445,17.1,6.1,1424,650,20.0,9.0
,Jefferson County,11500,2522,18.6,243,215,9.6,8.4,347,181,13.8,7.0
,Jefferson County,7100,3855,18.5,1325,600,34.4,15.0,838,550,21.7,14.0
"Beaumont, TX",Jefferson County,306,4105,18.3,496,268,12.1,6.5,875,337,21.3,8.0
"Houston, TX",Harris County,521000,1990,30.3,1289,317,64.8,12.4,745,249,37.4,11.1
"Houston, TX",Harris County,521100,2250,32.3,1904,324,84.6,10.9,973,254,43.2,10.2
"Houston, TX",Harris County,521200,6719,31.6,5019,971,74.7,11.0,2243,663,34.4,9.2
"Houston, TX",Harris County,521300,5852,25.8,3996,494,68.3,6.6,1467,420,25.1,6.9
"Houston, TX",Harris County,521400,7156,33.6,6730,912,94.0,4.3,2759,732,39.3,9.2
"Houston, TX",Harris County,521600,3573,25.4,2698,476,75.5,9.0,604,261,16.9,7.0
"Houston, TX",Harris County,454600,4983,23.3,1362,481,27.3,9.3,220,162,4.4,3.2
"Houston, TX",Harris County,454700,6789,14.1,802,297,11.8,4.3,205,115,3.0,1.7
"Houston, TX",Harris County,454800,7539,20.6,1642,459,21.8,5.8,620,289,8.2,3.8
"Amarillo, TX",Potter County,13300,5173,14,429,139,8.3,2.6,87,59,1.7,1.2
"Amarillo, TX",Potter County,14100,3074,25.2,1616,298,52.6,8.0,885,300,28.8,9.3
"Amarillo, TX",Potter County,14500,5952,26.9,4157,575,69.8,6.5,1858,616,31.4,9.9
"Amarillo, TX",Potter County,14700,5266,22.6,1428,382,27.1,7.0,770,289,15.1,5.6
"Houston, TX",Harris County,550500,5535,28.6,2466,440,44.5,6.7,1160,473,21.0,8.3
"Houston, TX",Harris County,554700,7721,18.5,1014,244,13.1,3.1,190,152,2.5,2.0
"Houston, TX",Harris County,555000,7536,18.1,1653,275,21.9,3.4,317,236,4.2,3.1
"Houston, TX",Harris County,555100,8442,18.2,2077,342,24.6,3.7,779,551,9.3,6.5
"Houston, TX",Harris County,241000,8382,22,3080,456,36.8,4.9,817,404,9.8,4.8
"Houston, TX",Harris County,522000,4631,24.3,2735,532,59.1,9.7,1241,493,26.8,10.3
"Dallas--Fort Worth--Arlington, TX",Collin County,31633,3878,15.2,414,175,10.7,4.4,125,123,3.2,3.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31634,3277,20.1,758,276,23.1,7.8,484,361,14.8,10.9
"Houston, TX",Harris County,550700,3066,24.3,1311,196,42.8,4.7,393,159,12.8,5.0
"Houston, TX",Harris County,550800,4140,29.8,1474,248,35.6,5.2,1113,445,27.2,10.6
"Houston, TX",Harris County,550900,9221,26,5127,868,55.6,8.3,2151,836,23.5,8.9
,Real County,950100,3365,20.1,623,126,18.5,3.7,630,196,19.2,6.0
"Houston, TX",Harris County,540800,8175,25,5204,998,63.7,9.7,964,560,11.8,6.7
"Houston, TX",Harris County,541100,6996,16.2,1191,227,17.0,3.1,687,358,9.9,5.1
"Houston, TX",Harris County,551000,3196,26.7,2113,275,66.1,7.0,544,253,17.1,7.8
,Reeves County,950100,4149,29.1,3205,461,77.2,4.3,439,269,25.6,12.1
,Reeves County,950200,2584,25.6,2170,292,84.0,6.0,647,238,25.0,8.8
,Reeves County,950300,2110,25,1708,246,81.0,6.0,413,181,19.6,8.2
,Reeves County,950400,3979,22.8,2591,344,65.1,6.8,411,201,10.5,5.1
,Reeves County,950500,1156,25.2,728,375,63.0,16.4,218,141,18.9,8.9
"Houston, TX",Harris County,551100,10318,28.6,4211,764,40.8,6.4,2428,717,23.6,6.6
,Liberty County,700300,10291,23.4,3185,810,30.9,7.0,2289,824,22.2,7.6
,Liberty County,700400,6659,19.2,616,297,9.2,4.4,1009,375,15.2,5.4
,Liberty County,700900,6702,23.3,1555,273,23.2,3.8,285,153,15.0,7.8
,Liberty County,700500,2261,19.9,122,83,5.4,3.6,376,172,16.8,7.5
"Amarillo, TX",Potter County,14800,2519,28.5,1123,347,44.6,12.0,909,332,36.8,12.2
"Amarillo, TX",Potter County,14900,5864,25.4,1913,338,32.6,5.1,1498,448,25.8,7.4
"Amarillo, TX",Potter County,15000,7665,26.7,5107,737,66.6,7.3,2320,605,30.3,7.4
"Amarillo, TX",Potter County,15100,3402,19.8,600,252,17.6,7.2,403,267,11.8,7.8
"Amarillo, TX",Potter County,15200,2507,19,451,90,18.0,3.2,199,128,8.0,5.1
"Houston, TX",Harris County,551200,6610,22.2,1939,742,29.3,10.6,714,385,10.8,5.7
"Houston, TX",Harris County,551300,3925,19.6,1112,210,28.3,4.7,308,199,7.8,5.0
"Houston, TX",Harris County,541300,12579,25.7,6508,1001,51.7,6.7,2441,1199,19.4,9.4
"Houston, TX",Harris County,541400,15419,23.7,5985,1144,38.8,7.0,1492,776,9.7,5.0
"Houston, TX",Harris County,541500,5209,19.7,2395,402,46.0,7.0,424,237,8.1,4.5
"Houston, TX",Harris County,551400,5138,23.4,1425,326,27.7,6.0,348,231,6.8,4.5
"Houston, TX",Harris County,551500,8370,28.4,2954,538,35.3,5.6,843,374,10.1,4.4
"Houston, TX",Harris County,551600,8661,24.2,4337,759,50.1,7.5,925,498,11.0,5.8
"Beaumont, TX",Jefferson County,1700,1826,26.3,48,40,2.6,2.2,589,210,32.5,10.8
"Houston, TX",Harris County,541700,11397,29,3757,1035,33.0,8.7,1362,619,12.0,5.3
"Houston, TX",Harris County,541800,5619,27.9,1832,350,32.6,5.6,1170,375,20.9,6.5
"Killeen, TX",Coryell County,10601,4535,25.7,945,329,20.8,6.8,969,417,22.0,9.1
"Killeen, TX",Coryell County,10702,3085,22.1,359,208,11.6,6.6,275,150,8.9,4.7
,Clay County,30200,3304,17,42,44,1.3,1.3,627,369,19.4,11.3
,Clay County,30301,4539,16.9,285,90,6.3,2.0,395,115,8.8,2.5
,Clay County,30302,2704,16.2,196,99,7.2,3.6,406,143,15.0,5.2
,Liberty County,700600,2922,20.5,343,231,11.7,7.5,920,469,31.5,14.8
,Liberty County,701400,7831,22.9,1741,490,22.2,5.9,1254,422,16.7,5.4
,Liberty County,701200,6110,21,995,492,16.3,7.8,1549,772,26.2,12.7
,Liberty County,700800,9044,20.9,970,268,10.7,2.8,1099,475,12.3,5.2
,Liberty County,701000,6212,25.4,2500,507,40.2,7.0,680,344,11.0,5.4
,Liberty County,700100,4695,24.3,1583,447,33.7,8.8,1307,429,27.9,8.6
,Liberty County,700200,2942,27.3,358,212,12.2,7.0,695,305,29.5,11.8
,Liberty County,701300,2923,20.5,40,49,1.4,1.7,329,177,11.4,5.9
,Liberty County,700700,2777,19.2,312,326,11.2,11.6,268,135,9.7,4.6
,Liberty County,701100,5338,21.6,547,409,10.2,7.6,874,371,16.4,6.8
"Houston, TX",Harris County,541900,7192,21,2833,533,39.4,6.8,533,659,7.5,9.3
