GIDTR,County_name,Tract,Tot_Population_ACS_10_14,Low_Response_Score,Hispanic_ACS_10_14,Hispanic_ACSMOE_10_14,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,Prs_Blw_Pov_Lev_ACS_10_14,Prs_Blw_Pov_Lev_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14
48201222700,Harris County,222700,5367,34.2,1319,360,24.58,6.31,2549,419,47.49,6.44
48201222800,Harris County,222800,3323,28.5,2764,433,83.18,7.12,593,219,17.96,6.2
48201222900,Harris County,222900,8851,26.1,7560,851,85.41,6.31,2417,808,27.31,8.83
48201223001,Harris County,223001,3801,28.8,3229,320,84.95,3.06,1449,409,38.12,10.17
48201223002,Harris County,223002,4026,30.8,3428,406,85.15,5.8,1518,443,37.75,10.4
48201223100,Harris County,223100,1877,27,1469,191,78.26,4.74,598,204,31.86,10.23
48201230100,Harris County,230100,1475,31.8,296,188,20.07,12.04,724,203,49.25,9.14
48201230200,Harris County,230200,5102,28.9,583,251,11.43,4.72,1854,548,36.77,9.81
48201230300,Harris County,230300,2066,29.4,572,258,27.69,10,1114,535,54.18,21.49
48201230400,Harris County,230400,3271,29.7,1717,535,52.49,14.09,722,296,22.75,8.81
48201230500,Harris County,230500,3547,27.8,2812,465,79.28,7.72,1015,416,28.62,11.09
48201230600,Harris County,230600,3023,27.9,1099,179,36.35,4.39,1047,349,34.8,10.96
48201230700,Harris County,230700,2644,30.8,803,159,30.37,3.22,863,314,32.64,10.55
48201230800,Harris County,230800,2771,26.4,786,199,28.37,6.76,422,167,15.24,5.89
48201230900,Harris County,230900,3635,30.2,743,448,20.44,11.93,954,367,26.35,9.31
48201231000,Harris County,231000,3851,26.4,1366,417,35.47,9.91,1073,321,27.95,7.62
48201231100,Harris County,231100,4672,28.8,2817,661,60.3,11.47,1595,615,34.14,12.3
48201231200,Harris County,231200,7151,32.3,1600,564,22.37,7.17,2738,920,38.32,11.58
48201231300,Harris County,231300,4386,29,774,324,17.65,7.18,1521,520,35.09,11.47
48201231400,Harris County,231400,2586,21.1,182,124,7.04,4.74,223,125,8.82,4.86
48201231500,Harris County,231500,2693,26.2,261,154,9.69,5.48,574,217,22.15,7.64
48201231600,Harris County,231600,2842,23.6,546,190,19.21,6.48,413,158,14.62,5.45
48201231700,Harris County,231700,3588,29.3,3235,395,90.16,4.32,988,339,27.54,8.93
48201231800,Harris County,231800,2519,26.2,1515,254,60.14,7.87,691,233,27.94,8.98
48201231900,Harris County,231900,5859,25.7,1283,575,21.9,9.27,1200,667,20.48,10.98
48201232000,Harris County,232000,4074,26.6,2362,444,57.98,8.33,910,447,22.48,10.71
48201232100,Harris County,232100,3038,31.1,1897,346,62.44,8.05,849,301,28.37,9.34
48201232200,Harris County,232200,13225,25.8,4998,1295,37.79,9.07,2133,1109,16.24,8.3
48201232301,Harris County,232301,9234,29.1,5540,728,60,5.51,2302,763,24.93,7.92
48201232302,Harris County,232302,10586,26.5,5512,885,52.07,6.31,1401,662,13.23,6.1
48201232401,Harris County,232401,8779,24.1,5007,677,57.03,6.32,1862,721,21.28,8.07
48201232402,Harris County,232402,3755,28.3,2013,446,53.61,10.1,782,432,20.94,11.3
48201232403,Harris County,232403,4001,28.9,2725,488,68.11,7.96,693,375,17.32,9.07
48201232500,Harris County,232500,3547,26.9,2180,352,61.46,4.9,571,352,21.11,12.61
48201232600,Harris County,232600,3211,21.2,2684,427,83.59,9.51,230,157,7.18,4.83
48201232701,Harris County,232701,9014,33.9,6710,974,74.44,7.32,2872,855,32.85,9.24
48201232702,Harris County,232702,6128,32.5,4402,693,71.83,7.59,2134,610,34.82,9.09
48201232800,Harris County,232800,5504,30.3,2875,583,52.23,9.07,983,448,18.07,8.02
48201232900,Harris County,232900,7294,28.8,2661,614,36.48,7.62,1140,533,15.73,7.2
48201233001,Harris County,233001,3358,28.8,1150,433,34.25,11.79,737,316,22.46,9.06
48201233002,Harris County,233002,4217,18.9,1846,210,43.78,3.95,544,386,12.9,9.11
48201233003,Harris County,233003,2246,16.1,1120,232,49.87,8.04,111,78,4.94,3.41
48201233101,Harris County,233101,4118,29.2,3266,464,79.31,6.55,1242,416,30.16,9.48
48201233102,Harris County,233102,7044,30.1,6269,595,89,4.31,2826,713,40.45,9.68
48201233103,Harris County,233103,5437,30.9,5002,702,92,7.31,2007,561,36.98,9.41
48201233200,Harris County,233200,5751,22.1,4001,496,69.57,5.32,904,440,15.79,7.53
48201233300,Harris County,233300,5332,28.2,4740,508,88.9,5.4,1262,359,23.67,6.4
48201233400,Harris County,233400,2881,28.1,2221,392,77.09,9.16,963,325,33.43,10.4
48201233500,Harris County,233500,7836,25.4,7085,459,90.42,3.95,3029,942,39.25,12.06
48201233600,Harris County,233600,1765,30.2,386,179,21.87,9.36,744,258,42.15,12.52
48201233701,Harris County,233701,5412,24.8,3938,513,72.76,7.77,977,508,18.12,9.33
48201233702,Harris County,233702,3209,27.2,2762,422,86.07,9.04,747,476,23.52,14.73
48201233703,Harris County,233703,2435,26.2,2122,248,87.15,4.66,521,243,21.4,9.73
48201240100,Harris County,240100,3893,36,2360,454,60.62,7.98,1477,469,38.82,11.08
48201240400,Harris County,240400,6882,26.2,3410,500,49.55,6.07,1836,677,26.68,9.6
48201240501,Harris County,240501,6369,37.5,3837,621,60.24,7.91,2701,660,42.41,9.56
48201240502,Harris County,240502,5065,37.4,1880,634,37.12,10.86,2053,527,41.35,7.94
48201240600,Harris County,240600,2640,42.1,1456,261,55.15,7.91,1207,322,45.86,11.2
48201240701,Harris County,240701,15653,28.1,7675,964,49.03,5.3,1204,583,7.69,3.69
48201240702,Harris County,240702,12591,28.4,7326,1480,58.18,10.61,2110,963,16.76,7.51
48201240801,Harris County,240801,6837,31.7,3500,593,51.19,7.53,2190,586,32.03,8.14
48201240802,Harris County,240802,4059,24.7,1463,377,36.04,8.53,629,260,15.53,6.22
48201240901,Harris County,240901,9085,24.9,2936,576,32.32,5.79,1216,582,13.38,6.32
48201240902,Harris County,240902,12357,23.9,4877,764,39.47,5.22,1647,698,13.33,5.54
48201241000,Harris County,241000,8382,22,3080,456,36.75,4.9,817,404,9.75,4.78
48201241101,Harris County,241101,4655,19.5,1409,230,30.27,3.75,517,331,11.28,7.12
48201241102,Harris County,241102,12121,22.3,3525,636,29.08,4.93,1926,977,15.98,8.05
48201241103,Harris County,241103,3707,27,889,290,23.98,7.02,443,284,11.97,7.48
48201241200,Harris County,241200,6914,23.4,2499,487,36.14,5.41,780,456,11.28,6.44
48201241300,Harris County,241300,11577,19.7,2568,509,22.18,4.22,556,293,4.83,2.53
48201241400,Harris County,241400,8129,19.7,2318,937,28.52,11.18,575,496,7.18,6.15
48201241500,Harris County,241500,9808,32.7,4410,749,44.96,6.61,2171,706,23.59,7.4
48201250100,Harris County,250100,8522,24.3,3886,866,45.6,8.82,963,610,11.49,7.16
48201250200,Harris County,250200,9364,28,5419,715,57.87,5.11,1521,494,16.24,5.03
48201250301,Harris County,250301,8096,24.4,2476,418,30.58,4.22,290,184,5.01,3.12
48201250302,Harris County,250302,10147,21,3617,714,35.65,6.52,687,556,6.85,5.52
48201250401,Harris County,250401,11826,17.7,3764,642,31.83,4.81,415,425,3.52,3.6
48201250402,Harris County,250402,16072,20.1,2316,645,14.41,3.89,764,479,4.77,2.97
48201250500,Harris County,250500,5529,23.1,1240,539,22.43,9.41,366,278,6.64,4.98
48201250600,Harris County,250600,7987,29.1,3339,823,41.81,9.4,1936,655,24.59,7.94
48201250701,Harris County,250701,6240,20.4,1519,474,24.34,7.31,996,524,15.96,8.29
48201250702,Harris County,250702,4723,14.2,769,158,16.28,3.2,213,154,4.53,3.26
48201250800,Harris County,250800,8062,13.8,1068,207,13.25,2.49,292,225,3.62,2.79
48201250900,Harris County,250900,10204,15.4,634,244,6.21,2.37,388,199,3.8,1.94
48201251000,Harris County,251000,2963,22,330,248,11.14,8.25,287,242,9.69,8.07
48201251100,Harris County,251100,7292,15.5,821,414,11.26,5.62,295,246,4.08,3.39
48201251200,Harris County,251200,6365,16.7,1123,530,17.64,8.15,827,565,12.99,8.79
48201251300,Harris County,251300,7688,13.1,636,189,8.27,2.42,488,375,6.38,4.89
48201251401,Harris County,251401,2695,14.9,397,165,14.73,6.02,44,52,1.63,1.93
48201251402,Harris County,251402,6369,19,972,277,15.26,4.18,492,391,7.81,6.18
48201251501,Harris County,251501,5488,15.5,684,260,12.46,4.68,247,218,4.5,3.96
48201251502,Harris County,251502,9944,14,853,274,8.58,2.71,356,207,3.59,2.08
48201251503,Harris County,251503,2217,13.9,158,116,7.13,5.19,64,61,2.89,2.74
48201251600,Harris County,251600,5944,17.6,478,117,8.04,1.85,307,201,5.16,3.35
48201251700,Harris County,251700,7660,21,850,399,11.1,5.13,818,442,10.75,5.74
48201251800,Harris County,251800,2096,19.1,526,262,25.1,12.01,50,45,2.39,2.12
48201251901,Harris County,251901,9796,19.1,2266,774,23.13,7.57,941,635,9.63,6.43
48201251902,Harris County,251902,5264,17.7,975,342,18.52,6.4,441,299,8.38,5.66
48201252000,Harris County,252000,13818,19.9,4075,1215,29.49,8.38,1105,1015,8,7.31
48201252100,Harris County,252100,2058,21.2,775,175,37.66,7.47,95,95,4.64,4.62
48201252200,Harris County,252200,7799,27.3,4703,540,60.3,5.17,992,481,12.74,6.1
48201252301,Harris County,252301,9371,26.2,5062,676,54.02,6.36,1769,708,18.92,7.48
48201252302,Harris County,252302,12324,24.7,7721,996,62.65,6.26,1160,618,9.45,4.98
48201252400,Harris County,252400,6522,24.1,4373,862,67.05,10.56,1449,664,22.22,9.83
48201252500,Harris County,252500,4389,29.2,2806,626,63.93,9.68,1992,674,46.25,13.78
48201252600,Harris County,252600,7496,27.1,4896,894,65.31,9.35,2598,899,35.14,11.5
48201252700,Harris County,252700,4010,22.6,1257,317,31.35,7.11,766,316,19.1,7.6
48201252800,Harris County,252800,6692,25.4,1666,562,24.9,8.02,1487,755,22.22,11.06
48201252900,Harris County,252900,8173,21,2173,687,26.59,8.08,1287,635,15.78,7.67
48201253000,Harris County,253000,3761,25.6,1174,318,31.22,7.31,296,129,7.87,3.26
48201253100,Harris County,253100,9543,20.3,3466,500,36.32,4.73,496,279,5.22,2.92
48201253200,Harris County,253200,10042,23.3,3660,825,36.45,7.54,2354,1070,23.47,10.46
48201253300,Harris County,253300,3771,16.7,1494,612,39.62,15.67,218,186,5.78,4.89
48201253400,Harris County,253400,684,22.4,365,100,53.36,8.44,50,47,8.56,7.92
48201253500,Harris County,253500,8642,26.1,3231,604,37.39,6.13,1706,501,19.96,5.58
48201253600,Harris County,253600,5209,26.8,1136,475,21.81,8.78,1719,704,33,13
48201253700,Harris County,253700,6034,24.3,2531,681,41.95,10.5,1188,632,20.39,10.64
48201253800,Harris County,253800,7642,24.9,3133,527,41,5.92,1927,706,25.22,8.98
48201253900,Harris County,253900,4110,23.7,1335,288,32.48,6.2,761,297,18.57,7
48201254000,Harris County,254000,4163,24.7,1620,413,38.91,8.39,619,307,14.97,7.16
48201254100,Harris County,254100,5538,25.7,2821,527,50.94,8.14,1288,392,23.82,6.84
48201254200,Harris County,254200,2750,25.2,2028,196,73.75,2.1,370,171,13.49,6.11
48201254300,Harris County,254300,4830,27.1,2851,441,59.03,6.86,1426,426,29.97,8.44
48201254400,Harris County,254400,3076,28.2,2497,350,81.18,5.62,997,359,32.55,11.04
48201254500,Harris County,254500,2470,28.4,1937,394,78.42,8.41,555,254,22.47,9.52
48201254600,Harris County,254600,4300,26.5,3169,541,73.7,8.69,1056,608,24.56,13.81
48201254700,Harris County,254700,2677,23.4,855,330,31.94,11.72,225,115,8.4,4.18
48201310100,Harris County,310100,5940,31.2,2792,430,47,4.87,2547,647,43.1,9.77
48201310200,Harris County,310200,1667,25.6,336,83,20.16,4.37,151,95,9.06,5.6
48201310300,Harris County,310300,4849,29.1,3494,545,72.06,8.3,986,385,20.35,7.65
48201310400,Harris County,310400,3693,29.5,3420,474,92.61,5.14,1513,457,40.99,11.23
48201310500,Harris County,310500,4835,30.4,4332,709,89.6,6.98,1313,429,27.16,7.97
48201310600,Harris County,310600,5731,29.2,5136,663,89.62,6.24,1024,378,17.87,6.3
48201310700,Harris County,310700,3956,28.2,3323,440,84,5.58,1164,459,29.61,11.17
48201310800,Harris County,310800,2572,33.2,2350,356,91.37,6.3,906,316,35.23,11.33
48201310900,Harris County,310900,5196,31.8,4837,634,93.09,4.5,1726,403,33.34,6.66
48201311000,Harris County,311000,7535,30.4,7245,1100,96.15,4.35,2645,747,35.23,8.53
48201311100,Harris County,311100,6040,29.2,5800,712,96.03,4.81,945,279,15.65,4.27
48201311200,Harris County,311200,5377,29.8,4826,596,89.75,5.15,1887,602,35.27,10.56
48201311300,Harris County,311300,4802,26,4517,424,94.06,1.63,1165,488,24.26,9.91
48201311400,Harris County,311400,1851,31.1,1345,325,72.66,11.98,776,298,41.92,14.29
48201311500,Harris County,311500,7264,29.6,6581,1097,90.6,6.78,2093,776,28.81,9.78
48201311600,Harris County,311600,4051,40.6,3775,543,93.19,5.77,1333,366,32.91,7.96
48201311700,Harris County,311700,5639,32.6,4431,434,78.58,5.31,2094,573,37.38,9.88
48201311800,Harris County,311800,4928,31.1,4620,647,93.75,5.96,2038,502,41.36,8.78
48201311900,Harris County,311900,2307,28.8,2150,298,93.19,5.26,590,230,25.57,9.43
48201312000,Harris County,312000,5100,28.3,549,190,10.76,2.63,509,183,27.03,8.47
48201312100,Harris County,312100,2585,,294,114,11.37,3.2,0,13,,
48201312200,Harris County,312200,2093,32.1,400,153,19.11,6.85,1064,288,50.84,11.96
48201312300,Harris County,312300,1872,29.7,324,181,17.31,9.28,819,208,43.75,8.77
48201312400,Harris County,312400,2129,30.5,379,270,17.8,12.28,699,272,34.47,12.03
48201312500,Harris County,312500,3686,26.5,620,217,16.82,5.51,886,408,24.22,10.74
48201312600,Harris County,312600,6860,26.2,1234,410,17.99,5.75,786,374,11.55,5.39
48201312700,Harris County,312700,2052,29.4,31,28,1.51,1.35,561,284,27.37,13.23
48201312800,Harris County,312800,2186,36.1,137,79,6.27,3.44,848,270,63.71,16.88
48201312900,Harris County,312900,3582,30.2,260,164,7.26,4.41,1087,392,35.11,11.68
48201313000,Harris County,313000,2442,28.6,16,22,0.66,0.9,418,184,17.13,7.26
48201313100,Harris County,313100,2976,24.2,355,143,11.93,4.6,379,145,13.96,5.13
48201313200,Harris County,313200,3848,26.8,321,220,8.34,5.58,881,364,23.7,9.17
48201313300,Harris County,313300,2602,26.4,171,150,6.57,5.71,668,332,25.8,12.43
48201313400,Harris County,313400,3040,29.9,676,205,22.24,5.98,778,285,25.72,8.72
48201313500,Harris County,313500,2560,29.5,438,156,17.11,5.77,1104,318,43.13,11.41
48201313600,Harris County,313600,4538,30.3,1577,442,34.75,8.5,1863,736,41.05,15.21
48201313700,Harris County,313700,2460,26.1,154,68,6.26,2.66,394,200,16.02,7.89
48201313800,Harris County,313800,4742,33.2,662,300,13.96,6.12,2132,494,44.96,9.07
48201313900,Harris County,313900,4914,29.9,565,301,11.5,5.97,875,319,18.12,6.28
48201314001,Harris County,314001,2984,25.6,408,173,13.67,5.6,524,302,18.36,10.41
48201314002,Harris County,314002,6742,30,418,229,6.2,3.33,2273,730,33.74,10.22
48201314300,Harris County,314300,4158,34.3,228,137,5.48,3.23,1105,368,26.58,8.31
48201314400,Harris County,314400,3451,27.9,298,108,8.64,3.03,702,205,20.34,5.64
48201320100,Harris County,320100,2650,31,2354,321,88.83,6.5,693,230,26.63,8.32
48201320200,Harris County,320200,7425,30.2,5881,948,79.21,7.98,2117,727,28.56,9.12
48201320500,Harris County,320500,5080,24.9,4616,515,90.87,4.97,587,381,11.6,7.44
48201320601,Harris County,320601,2642,29.7,2368,396,89.63,7.47,826,373,31.26,13.37
48201320602,Harris County,320602,4803,29.5,4356,381,90.69,3.42,1195,436,24.93,8.88
48201320700,Harris County,320700,3857,28.8,2699,370,69.98,6.38,627,211,16.41,5.26
48201320800,Harris County,320800,5722,27.3,5249,491,91.73,4.47,1588,584,27.79,9.97
48201320900,Harris County,320900,7475,27.8,5653,629,75.63,5.86,1445,758,19.47,10.1
48201321000,Harris County,321000,9185,25.6,7168,1225,78.04,9.19,2312,863,25.29,8.9
48201321100,Harris County,321100,8363,27.2,5899,581,70.54,5.05,1180,503,14.11,5.94
48201321200,Harris County,321200,3813,32.3,3245,625,85.1,7.32,1552,497,40.7,10.99
48201321300,Harris County,321300,5951,32.1,4887,665,82.12,7.12,1508,527,25.34,8.45
48201321401,Harris County,321401,4428,25,3968,402,89.61,4.3,1021,351,23.06,7.66
48201321402,Harris County,321402,4553,27.5,4195,515,92.14,6.82,1131,445,24.84,9.47
48201321500,Harris County,321500,2620,33.7,2315,286,88.36,6.81,972,288,37.1,10.39
48201321600,Harris County,321600,7388,23.6,5647,695,76.43,6.16,1625,689,22.21,9.18
48201321700,Harris County,321700,3352,21.8,2755,280,82.19,4.69,530,306,15.82,9.03
48201321800,Harris County,321800,4331,25.8,3746,503,86.49,4.55,939,465,21.87,10.48
48201321900,Harris County,321900,5879,25.3,5014,643,85.29,6.22,1285,603,21.92,10.02
48201322000,Harris County,322000,5261,38.3,4693,639,89.2,5.56,1855,533,35.43,9.22
48201322100,Harris County,322100,4233,28.1,3549,483,83.84,5.9,1338,415,31.76,9.14
48201322200,Harris County,322200,1434,27.9,1147,250,79.99,13.4,261,128,18.2,8.56
48201322600,Harris County,322600,5786,23.3,4077,645,70.46,9.44,773,311,13.44,5.28
48201322700,Harris County,322700,7688,24.5,6199,766,80.63,7.2,1435,798,18.86,10.36
48201322800,Harris County,322800,5980,24.7,4807,466,80.38,4.41,1433,351,24,5.56
48201322900,Harris County,322900,4090,27.8,3658,360,89.44,4.94,1035,391,25.34,9.35
48201323000,Harris County,323000,6595,33.1,5326,638,80.76,6.54,2832,811,43.52,11.82
48201323100,Harris County,323100,3649,32.6,2886,375,79.09,5.65,1629,426,44.64,10.62
48201323200,Harris County,323200,5127,23.7,3431,644,66.92,10.08,572,333,11.22,6.4
48201323300,Harris County,323300,3757,29.7,2887,495,76.84,8.5,947,295,26.33,7.47
48201323400,Harris County,323400,7926,27,5816,836,73.38,8.26,2868,736,36.44,8.77
48201323500,Harris County,323500,5159,33,3757,477,72.82,5.89,2055,565,40.37,10.36
48201323600,Harris County,323600,7694,23.3,4027,574,52.34,6.21,1015,470,13.19,6.02
48201323701,Harris County,323701,4003,23.7,1285,522,32.1,12.61,546,377,14.59,9.96
48201323702,Harris County,323702,3427,23.5,1910,753,55.73,19.37,717,562,21.3,16.21
48201323801,Harris County,323801,3485,19.8,2219,427,63.67,10.02,37,40,1.06,1.14
48201323802,Harris County,323802,5026,23.8,3456,640,68.76,9.71,1219,615,24.38,11.95
48201323900,Harris County,323900,3919,27.7,1942,410,49.55,8.92,1024,302,26.73,7.33
48201324000,Harris County,324000,5404,19.8,2379,377,44.02,6.1,381,302,7.05,5.56
48201324100,Harris County,324100,5382,29.2,4618,530,85.8,4.48,2053,521,38.15,8.86
48201324200,Harris County,324200,1630,28.5,1583,297,97.12,7.19,622,234,38.3,12.82
48201330100,Harris County,330100,9539,26.2,4865,1222,51,9.58,2946,1598,30.89,15.94
48201330200,Harris County,330200,4090,27.9,2117,528,51.76,11.5,1275,397,31.26,9.04
48201330301,Harris County,330301,7757,24.5,5609,535,72.31,1,1068,634,13.77,8.07
48201330302,Harris County,330302,5533,24.9,3289,573,59.44,7.95,867,386,15.75,6.78
48201330303,Harris County,330303,3937,29.7,1631,565,41.43,12.95,448,281,11.38,6.93
48201330400,Harris County,330400,5184,28.7,2794,421,53.9,6.72,1367,489,26.37,9.16
48201330500,Harris County,330500,4277,26.9,2777,565,64.93,10.99,1070,591,25.04,13.54
48201330600,Harris County,330600,6841,26.1,2927,439,42.79,5.55,1638,492,23.94,6.96
48201330700,Harris County,330700,8243,29.2,5187,851,62.93,7.58,1742,793,21.2,9.36
48201330800,Harris County,330800,10345,26.2,3445,929,33.3,8.27,1239,586,11.98,5.52
48201330900,Harris County,330900,8770,28.5,3608,553,41.14,5.42,1631,825,18.69,9.34
48201331100,Harris County,331100,3205,30.2,426,160,13.29,4.68,899,308,28.66,9.17
48201331200,Harris County,331200,3270,30.6,121,101,3.7,3,922,304,28.2,7.32
48201331300,Harris County,331300,5323,26.6,262,226,4.92,4.2,1955,610,36.96,10.58
48201331400,Harris County,331400,2657,37.4,52,64,1.96,2.39,1781,424,67.03,11.44
48201331500,Harris County,331500,7927,23.5,670,399,8.45,4.92,1016,535,12.82,6.55
48201331601,Harris County,331601,6615,27.2,273,177,4.13,2.64,1291,587,19.52,8.61
48201331602,Harris County,331602,2198,36.2,538,217,24.48,8.29,777,311,35.35,11.84
48201331700,Harris County,331700,3922,27.8,789,192,20.12,4.08,1083,546,27.66,13.44
48201331800,Harris County,331800,3803,29.7,729,386,19.17,9.86,1142,278,30.65,6.39
48201331900,Harris County,331900,2674,27,155,164,5.8,6.07,524,227,19.6,7.94
48201332000,Harris County,332000,5330,30.8,966,396,18.12,7.24,2255,449,42.91,7.57
48201332100,Harris County,332100,2969,28.3,1754,397,59.08,9.58,1294,508,43.58,15.66
48201332200,Harris County,332200,5307,27,2281,486,42.98,8.21,1738,504,32.75,8.98
48201332300,Harris County,332300,3014,25.7,584,167,19.38,5.07,632,221,21.19,7.02
48201332400,Harris County,332400,4158,24.4,542,303,13.04,7.16,1270,524,30.78,12.29
48201332500,Harris County,332500,3082,24.2,985,525,31.96,16.34,579,416,18.79,13.2
48201332600,Harris County,332600,7449,26.6,4692,828,62.99,7.86,2553,1172,34.37,15.17
48201332700,Harris County,332700,3089,26.8,2878,409,93.17,4.65,925,379,29.94,11.6
48201332800,Harris County,332800,4620,32.2,3263,457,70.63,5.89,1433,558,31.83,11.87
48201332900,Harris County,332900,5018,29.2,4111,538,81.93,5.63,1553,505,31.8,9.66
48201333000,Harris County,333000,3724,26.1,3390,400,91.03,5.09,523,180,14.1,4.62
48201333100,Harris County,333100,3907,27.5,2129,455,54.49,9.93,1154,345,29.81,8.26
48201333201,Harris County,333201,5022,30.9,3741,527,74.49,7.24,1667,547,33.41,10.4
48201333202,Harris County,333202,6133,33.5,2854,613,46.54,9,1573,600,25.93,9.6
48201333300,Harris County,333300,10588,32.8,7778,990,73.46,6.24,3032,839,28.64,7.44
48201333500,Harris County,333500,6678,32,5167,683,77.37,6.58,2114,689,32.1,9.95
48201333600,Harris County,333600,3422,22.3,2274,446,66.45,10.13,321,259,9.47,7.57
48201333700,Harris County,333700,3094,26.5,2464,281,79.64,4.34,483,209,15.64,6.58
48201333800,Harris County,333800,9926,27,7202,935,72.56,7.11,2630,827,26.89,8.14
48201333901,Harris County,333901,9010,22.5,5537,552,61.45,4.39,579,344,6.43,3.79
48201333902,Harris County,333902,8376,27.9,4961,619,59.23,5.48,895,483,10.69,5.7
48201334001,Harris County,334001,3206,29.8,1609,488,50.19,13.46,499,375,15.56,11.49
48201334002,Harris County,334002,2608,30.1,917,327,35.16,11.8,267,151,10.24,5.66
48201334003,Harris County,334003,6802,23.5,2932,645,43.1,8.59,911,562,13.39,8.17
48201334100,Harris County,334100,11217,29.5,2832,704,25.25,5.79,2687,863,24.04,7.38
48201340100,Harris County,340100,5753,29.4,2352,295,40.88,3.82,1051,396,18.4,6.76
48201340201,Harris County,340201,1698,20.2,256,114,15.08,6.6,13,14,0.77,0.82
48201340202,Harris County,340202,5100,13.4,612,177,12,3.33,35,35,0.69,0.68
48201340203,Harris County,340203,4732,16.5,519,189,10.97,3.93,86,91,1.82,1.92
48201340301,Harris County,340301,4142,10.3,263,106,6.35,2.54,92,81,2.23,1.96
48201340302,Harris County,340302,7517,10.5,903,351,12.01,4.56,168,130,2.26,1.74
48201340400,Harris County,340400,1397,7.8,140,75,10.02,5.32,45,47,3.22,3.36
48201340500,Harris County,340500,6717,23.3,1809,694,26.93,9.74,1507,564,22.71,7.96
48201340600,Harris County,340600,2546,9.4,211,121,8.29,4.72,68,70,2.67,2.74
48201340700,Harris County,340700,7913,19.8,2163,700,27.33,8.5,869,435,11.07,5.45
48201340800,Harris County,340800,5639,13.9,546,274,9.68,4.83,239,178,4.27,3.17
48201340900,Harris County,340900,5091,30,2075,508,40.76,8.94,807,272,15.89,5.07
48201341000,Harris County,341000,6695,24.5,1596,596,23.84,8.1,742,331,11.08,4.63
48201341100,Harris County,341100,3984,31.1,1977,451,49.62,10.37,872,300,22.68,7.49
48201341201,Harris County,341201,4479,31.2,1135,476,25.34,10.36,689,335,16.02,7.64
48201341202,Harris County,341202,4973,19.5,733,337,14.74,6.69,517,342,10.53,6.92
48201341301,Harris County,341301,4927,25,615,231,12.48,4.6,1250,353,25.37,6.93
48201341302,Harris County,341302,2984,30.4,1027,338,34.42,10.47,506,347,16.96,11.43
48201341400,Harris County,341400,5263,15.1,785,253,14.92,4.67,212,134,4.18,2.63
48201341501,Harris County,341501,6852,20.6,863,390,12.59,5.62,470,283,6.92,4.13
48201341502,Harris County,341502,4331,23,546,207,12.61,4.6,452,214,10.44,4.82
48201341600,Harris County,341600,5668,19.2,811,385,14.31,6.63,409,202,7.24,3.5
48201341700,Harris County,341700,2568,19.4,619,175,24.1,6.02,253,129,9.85,4.85
48201341800,Harris County,341800,1756,20.6,259,103,14.75,5.69,225,129,12.81,7.24
48201342001,Harris County,342001,6960,13.4,1482,255,21.29,3.49,71,81,1.03,1.17
48201342002,Harris County,342002,3685,20.2,1362,445,36.96,11.68,269,232,7.3,6.27
48201342100,Harris County,342100,3908,20.6,1663,262,42.55,6.04,675,345,17.33,8.77
48201342200,Harris County,342200,3647,28.1,2376,455,65.15,9.29,605,356,17.1,9.81
48201342300,Harris County,342300,7151,26.2,3593,732,50.24,9.16,926,479,12.95,6.59
48201342400,Harris County,342400,3418,25.6,1851,309,54.15,7.77,510,267,14.92,7.71
48201342500,Harris County,342500,5711,18.1,1009,298,17.67,5.06,300,149,5.38,2.65
48201342700,Harris County,342700,5224,18.6,1250,264,23.93,4.78,562,286,10.76,5.43
48201342800,Harris County,342800,8904,13.6,2647,686,29.73,7.51,301,294,3.41,3.33
48201342900,Harris County,342900,6089,16.9,1066,350,17.51,5.64,711,462,11.71,7.57
48201343000,Harris County,343000,7997,24.4,2971,544,37.15,6.36,1172,764,14.88,9.65
48201343100,Harris County,343100,4611,18.9,1009,202,21.88,4.15,491,281,10.65,6.06
48201343200,Harris County,343200,5145,15.9,1456,249,28.3,4.45,181,125,3.52,2.42
48201343301,Harris County,343301,4559,20.3,1709,393,37.49,8.04,352,203,7.76,4.43
48201343302,Harris County,343302,5336,19.8,1729,420,32.4,7.49,171,129,3.22,2.42
48201343600,Harris County,343600,3417,23,1106,285,32.37,7.73,570,231,17.14,6.76
48201343700,Harris County,343700,2952,24.7,1011,315,34.25,9.61,533,218,18.07,6.98
48201350100,Harris County,350100,15795,18.5,5009,900,31.71,5.19,1313,658,8.36,4.14
48201350200,Harris County,350200,9006,20.6,5046,685,56.03,6.58,309,191,3.45,2.12
48201350300,Harris County,350300,6326,16,1892,272,29.91,3.8,309,246,4.88,3.87
48201350400,Harris County,350400,6181,25.3,3117,438,50.43,5.57,1248,473,20.29,7.48
48201350500,Harris County,350500,7768,24.8,4126,477,53.12,4.79,1457,622,18.93,7.96
48201350601,Harris County,350601,4664,21.9,1460,422,31.3,8.1,90,61,2.07,1.39
48201350602,Harris County,350602,8809,19.1,1428,295,16.21,3.17,216,174,2.45,1.97
48201350700,Harris County,350700,2434,14,656,302,26.95,12.03,117,75,4.89,3.09
48201350801,Harris County,350801,4987,23.3,1481,385,29.7,7.13,458,357,9.21,7.12
